cat_id ra dec r_Swope_flux r_Swope_fluxerr g_PS gerr_PS r_PS rerr_PS i_PS ierr_PS
51.0 244.521704 -0.088896 37009.148 196.4611434331 19.693 0.0108 18.7011 0.0052 18.2788 0.0035
51.0 244.454069 -0.089559 18994.904 212.69444664367 20.5097 0.0157 19.3959 0.0075 18.8626 0.0056
51.0 244.557722 -0.088988 26343.828 194.91488898852 19.3952 0.0075 19.0718 0.0061 18.9274 0.0087
51.0 244.436642 -0.085279 373154.636 173.22052084666 16.6195 0.0029 16.1525 0.0009 15.9852 0.0016
51.0 244.62422 -0.083891 530393.929 182.56035806255 16.4902 0.0031 15.821 0.0024 15.5271 0.0013
51.0 244.659419 -0.088576 19980.708 193.65719464955 19.9128 0.0094 19.3499 0.0069 19.0951 0.0053
51.0 244.478288 -0.086442 14270.489 189.41734955939 20.7071 0.0204 19.7617 0.0101 19.3192 0.0064
51.0 244.558369 -0.08447 31984.064 290.14534596114 19.5508 0.0123 18.8719 0.0052 18.6051 0.009
51.0 244.551271 -0.08335 184386.832 217.21171093122 17.4455 0.0036 16.963 0.0016 16.7561 0.0018
51.0 244.548645 -0.083217 81481.985 220.86046896282 18.9098 0.0074 17.8505 0.0027 17.402 0.0026
51.0 244.630702 -0.084077 26389.999 200.12878951172 19.4992 0.0144 19.0919 0.007 18.9348 0.0049
51.0 244.637716 -0.08425 17772.051 175.32534836658 20.3052 0.0089 19.4884 0.0073 19.1398 0.0059
51.0 244.435132 -0.081785 76572.634 291.22285251337 18.2221 0.0043 17.8472 0.002 17.6963 0.0033
51.0 244.465311 -0.079148 390144.282 199.2910252478 16.8988 0.0032 16.1324 0.0017 15.8157 0.0025
51.0 244.458131 -0.081208 78463.216 175.83664433209 18.7345 0.0065 17.8882 0.0025 17.4919 0.0019
51.0 244.479079 -0.08166 27508.422 176.33205973402 19.7878 0.0125 18.9742 0.0042 18.654 0.006
51.0 244.553222 -0.078116 398296.758 190.95032177151 16.5769 0.0038 16.1276 0.0025 15.9553 0.0009
51.0 244.608981 -0.077712 29578.35 192.7393374503 19.5416 0.01 18.9852 0.0052 18.742 0.007
51.0 244.595469 -0.07357 755532.621 219.65521262026 16.0623 0.0028 15.4374 0.0022 15.1519 0.0012
51.0 244.551147 -0.076553 35941.944 212.12234818903 19.2206 0.0054 18.7385 0.0026 18.5334 0.0049
51.0 244.557956 -0.077131 19281.989 183.46069647932 19.7792 0.0118 19.4236 0.0068 19.284 0.0121
51.0 244.509084 -0.076367 53912.395 190.88530866385 19.4815 0.0116 18.2995 0.0048 17.7438 0.0028
51.0 244.562622 -0.073638 48327.34 190.16608329153 18.8652 0.0066 18.4235 0.0056 18.2411 0.0035
51.0 244.505955 -0.073948 65191.465 181.89248920662 19.3466 0.009 18.09 0.0047 17.3802 0.0032
51.0 244.658934 -0.071882 176591.3 526.21592575302 17.4866 0.0031 16.9928 0.0019 16.7961 0.0027
51.0 244.501055 -0.074537 11307.637 203.6316524966 21.0246 0.0571 20.0055 0.0114 19.524 0.0104
51.0 244.503754 -0.071155 239021.239 884.13702854688 17.1473 0.0041 16.677 0.002 16.4855 0.0019
51.0 244.51464 -0.072283 50917.906 328.36487688155 18.8443 0.0057 18.3447 0.0055 18.1403 0.0062
51.0 244.439754 -0.07047 67731.202 215.00702607044 19.155 0.0124 18.0433 0.0023 17.549 0.0026
51.0 244.61708 -0.068784 108603.095 225.85779292741 18.6221 0.0041 17.5482 0.0026 17.0693 0.0024
51.0 244.582824 -0.070039 35285.831 208.53035738071 19.5215 0.0104 18.7761 0.0052 18.4739 0.0041
51.0 244.666232 -0.068945 56209.289 761.81952991885 19.5256 0.0124 18.2358 0.0031 17.1698 0.0028
51.0 244.455438 -0.068959 19111.805 184.81412373989 20.5655 0.0174 19.4238 0.0051 18.8952 0.0051
51.0 244.628661 -0.066348 94380.965 175.43294544368 18.0902 0.0035 17.6825 0.0026 17.5011 0.0028
51.0 244.454515 -0.065462 18244.247 293.13540272394 20.0271 0.0095 19.4372 0.0072 19.2014 0.0074
51.0 244.548429 -0.065836 20471.737 238.10536695993 19.7845 0.0126 19.3718 0.0055 19.2114 0.0046
51.0 244.528202 -0.060019 524459.763 181.79584813645 16.8264 0.0043 15.8205 0.0025 15.422 0.0016
51.0 244.533136 -0.064145 79134.684 195.57008020098 18.4575 0.0046 17.8804 0.0036 17.6427 0.0029
51.0 244.476225 -0.065092 34952.765 194.6359728778 19.2765 0.0127 18.7901 0.0054 18.5916 0.0058
51.0 244.616034 -0.063113 49857.926 510.46173091341 19.0189 0.0087 18.3835 0.0044 18.0806 0.0042
51.0 244.588397 -0.06237 77041.185 217.9618196052 18.4649 0.0049 17.9099 0.0024 17.6665 0.0029
51.0 244.6125 -0.059048 765529.1 179.99634736391 16.1692 0.0018 15.4127 0.0023 15.1088 0.0016
51.0 244.649934 -0.060774 269083.285 186.34528462842 17.2777 0.0038 16.5305 0.002 16.2402 0.0017
51.0 244.535171 -0.062294 48431.463 556.14076763277 19.7046 0.0097 18.4253 0.004 17.0 0.0027
51.0 244.525512 -0.062701 13237.898 175.26076149215 20.8589 0.0308 19.851 0.0081 19.3656 0.006
51.0 244.445011 -0.059429 273437.306 278.4794623031 17.1513 0.003 16.52 0.0012 16.2799 0.0018
51.0 244.513059 -0.061498 14574.198 246.88639983448 20.4314 0.028 19.7322 0.0107 19.4015 0.0085
51.0 244.636195 -0.059885 70415.685 187.45550558982 19.2179 0.0063 18.0081 0.0028 17.1256 0.0024
51.0 244.471737 -0.059231 97514.186 218.56511277117 18.8327 0.0055 17.6342 0.0026 17.0342 0.0033
51.0 244.622302 -0.060724 13718.739 207.97588835429 20.1407 0.0095 19.7811 0.01 19.6219 0.0094
51.0 244.540148 -0.059382 35847.207 204.45896322943 19.721 0.0212 18.7352 0.0045 18.3228 0.004
51.0 244.638433 -0.059426 28208.64 192.14064058676 20.0928 0.0146 18.9918 0.0057 18.4867 0.004
51.0 244.452998 -0.059758 18553.521 188.32907274712 20.2388 0.0112 19.4265 0.0062 19.1048 0.0067
51.0 244.547682 -0.054567 228593.416 163.49680182488 17.1318 0.002 16.7202 0.0022 16.5631 0.0017
51.0 244.504022 -0.058104 26166.237 226.61596075572 19.3266 0.009 19.0528 0.0062 18.912 0.0065
51.0 244.602304 -0.053136 75104.795 212.54998884537 18.4381 0.0055 17.9282 0.003 17.7143 0.0027
51.0 244.512245 -0.054361 42478.806 194.53657865848 19.2332 0.0075 18.5701 0.0043 18.2843 0.0038
51.0 244.486969 -0.054709 25733.057 192.41431556051 19.453 0.009 19.086 0.0049 18.9421 0.0057
51.0 244.637622 -0.054213 31420.288 196.01494641936 19.386 0.0046 18.8583 0.0045 18.6637 0.0049
51.0 244.426866 -0.053453 46960.151 200.0921735651 18.8949 0.0121 18.3884 0.0042 18.1857 0.0044
51.0 244.537918 -0.052491 27472.5 207.46110963147 20.1253 0.0153 19.0259 0.0072 18.5008 0.0042
51.0 244.605448 -0.052081 17576.969 246.33770332178 19.8032 0.0089 19.4897 0.0061 19.3428 0.0081
51.0 244.463374 -0.052229 9636.329 176.86898994683 20.6707 0.0196 20.1471 0.0129 19.9364 0.0162
51.0 244.567816 -0.048776 329966.432 235.2119026355 16.9597 0.0029 16.3354 0.0027 16.1073 0.0018
51.0 244.578818 -0.050196 45523.393 234.6351421372 18.7698 0.0058 18.4756 0.0045 18.3492 0.0039
51.0 244.639438 -0.047961 70481.651 319.13500453492 18.9827 0.0054 17.9859 0.0026 17.5644 0.0029
51.0 244.482631 -0.047388 82794.111 177.32923842664 19.0469 0.0078 17.8272 0.0033 16.7302 0.0019
51.0 244.534416 -0.047459 48976.963 200.00266398483 18.876 0.0054 18.3901 0.0038 18.1907 0.0039
51.0 244.61843 -0.04657 90028.32 190.32409162027 18.9787 0.009 17.7332 0.0045 17.0289 0.0022
51.0 244.48778 -0.04642 32502.225 219.38656951931 19.0847 0.0083 18.7742 0.0029 18.6713 0.0038
51.0 244.570175 -0.043431 267394.264 184.92476954743 16.9485 0.002 16.5609 0.0019 16.3843 0.0018
51.0 244.525314 -0.044989 37682.524 210.60740889528 19.8773 0.0101 18.7098 0.0042 18.1949 0.0026
51.0 244.456399 -0.044762 40542.401 170.19327991577 18.9947 0.006 18.5735 0.0035 18.428 0.0054
51.0 244.456856 -0.042868 28469.787 188.08883889758 19.5844 0.0116 18.9628 0.0046 18.7081 0.0042
51.0 244.432053 -0.044237 37902.554 191.030802997 18.9661 0.0068 18.6886 0.0045 18.5822 0.0051
51.0 244.634877 -0.04327 48839.419 190.1906946493 18.9514 0.0046 18.3733 0.0029 18.1466 0.0023
51.0 244.604286 -0.040667 301233.761 280.46140455972 17.4217 0.0042 16.4222 0.0016 15.9819 0.0013
51.0 244.506487 -0.040587 72679.64 180.90246380649 18.4796 0.0076 17.959 0.0031 17.7432 0.0029
51.0 244.432955 -0.03917 80913.932 234.4079965115 18.5526 0.006 17.8045 0.0038 17.5044 0.0027
51.0 244.501355 -0.037549 330914.889 193.98120600061 16.9511 0.0034 16.302 0.0019 16.0451 0.0015
51.0 244.582351 -0.039391 32284.687 183.52858919493 19.3431 0.0088 18.8506 0.0048 18.6127 0.0041
51.0 244.462346 -0.03878 88193.593 195.86771088192 18.1573 0.0053 17.7603 0.0037 17.606 0.0043
51.0 244.488555 -0.038188 83288.779 211.18644044315 18.0776 0.005 17.7765 0.0022 17.6665 0.0027
51.0 244.606186 -0.038693 39990.419 418.55778696118 19.2783 0.0056 18.6103 0.0056 18.3335 0.0051
51.0 244.5107 -0.03774 25549.279 174.69381965567 19.4643 0.008 19.0999 0.0051 18.9512 0.0072
51.0 244.64467 -0.038244 19269.195 201.58065743653 19.9208 0.009 19.3586 0.0062 19.1269 0.006
51.0 244.630325 -0.034346 370737.558 187.52046949749 16.6128 0.0022 16.1782 0.0017 16.0103 0.0025
51.0 244.629793 -0.036607 20287.204 187.47484258948 19.8356 0.0092 19.3395 0.0089 19.1226 0.0085
51.0 244.569842 -0.034934 126159.832 183.30281641505 17.9218 0.0026 17.376 0.003 17.1355 0.0025
51.0 244.601442 -0.03429 208675.182 209.17376430937 17.2221 0.0025 16.8093 0.0023 16.6499 0.0018
51.0 244.464107 -0.034398 21704.284 188.86911261564 20.5016 0.023 19.2852 0.0077 18.2167 0.005
51.0 244.581604 -0.033381 13639.147 218.76310349373 21.0853 0.0275 19.7936 0.0101 18.5102 0.0036
51.0 244.505742 -0.030562 251558.982 238.46170193614 17.6331 0.0052 16.6084 0.0027 16.1871 0.0023
51.0 244.516041 -0.032679 32057.211 245.26125506408 20.0831 0.0185 18.862 0.0052 18.1842 0.0046
51.0 244.527636 -0.032847 9962.841 173.74723485748 20.8363 0.0154 20.1011 0.0112 19.7384 0.0113
51.0 244.567318 -0.030066 109126.983 241.9606143659 18.0268 0.0033 17.5387 0.0034 17.3085 0.0022
51.0 244.641107 -0.030991 37985.808 238.95058544163 19.6529 0.0106 18.6445 0.0043 18.214 0.0034
51.0 244.445081 -0.029571 23844.023 183.44528051583 20.1057 0.014 19.1399 0.0072 18.7465 0.006
51.0 244.519849 -0.029437 38284.872 190.23691547302 19.0418 0.0081 18.6667 0.0055 18.5345 0.007
51.0 244.633104 -0.02869 22565.746 190.27763541359 19.6326 0.0174 19.2364 0.0063 19.0864 0.01
51.0 244.472382 -0.027822 22298.313 290.25840321945 19.7576 0.0166 19.2342 0.0083 19.0329 0.0094
51.0 244.452091 -0.027016 55546.478 175.30196081297 19.5445 0.009 18.2472 0.0035 17.4067 0.0029
51.0 244.55778 -0.026703 55728.363 343.88644165226 18.6593 0.0032 18.2596 0.0024 18.0808 0.0036
51.0 244.651169 -0.025876 45369.524 181.29965816597 18.98 0.0044 18.4396 0.0041 18.1793 0.0056
51.0 244.491376 -0.025154 111518.876 202.73073182292 17.9721 0.0039 17.4993 0.0036 17.3224 0.003
51.0 244.5869 -0.021552 91875.742 249.17032481696 18.2191 0.0067 17.714 0.0037 17.5016 0.0022
51.0 244.504007 -0.023636 121472.619 208.55741571348 18.0758 0.0042 17.4078 0.0029 17.1366 0.002
51.0 244.551499 -0.024844 13634.921 180.75485103234 20.9627 0.022 19.8072 0.0122 19.2129 0.008
51.0 244.442573 -0.023192 75174.4 231.22752948963 18.4764 0.0045 17.9031 0.0028 17.6733 0.0038
51.0 244.652073 -0.02248 129671.678 224.1541338728 18.0352 0.0047 17.3112 0.0027 17.0092 0.0017
51.0 244.639889 -0.022322 21909.798 185.05088010134 19.6387 0.0097 19.2312 0.0067 19.0581 0.0065
51.0 244.623619 -0.020359 70129.271 199.08514034254 18.3817 0.0038 17.9759 0.0037 17.8292 0.0037
51.0 244.451429 -0.020806 27977.208 196.28721419262 20.2416 0.0174 18.9896 0.0064 18.4521 0.0046
51.0 244.522497 -0.01837 276209.669 472.88825373403 17.0057 0.001 16.4981 0.0021 16.3057 0.0023
51.0 244.437376 -0.020299 17615.291 200.97027574888 20.1356 0.0243 19.4548 0.01 19.1517 0.0086
51.0 244.594063 -0.019444 54188.772 197.46730202552 18.8273 0.0069 18.2784 0.0028 18.0447 0.0036
51.0 244.479333 -0.018387 16292.011 180.41713167745 20.4919 0.0188 19.5375 0.0092 19.1382 0.0063
51.0 244.483183 -0.017908 14220.565 165.87251507443 20.846 0.0168 19.7385 0.0104 19.2061 0.0105
51.0 244.525795 -0.014621 209635.606 254.87175371685 17.215 0.003 16.8019 0.0016 16.6157 0.0028
51.0 244.462541 -0.011437 96717.739 183.00240634315 18.2249 0.0059 17.6449 0.0034 17.4 0.0025
51.0 244.595011 -0.012078 63583.939 199.6928789634 18.813 0.0057 18.1169 0.0026 17.7891 0.0032
51.0 244.469703 -0.010468 137001.562 198.43400129832 17.8419 0.0044 17.2497 0.0031 17.0243 0.002
51.0 244.445763 -0.006217 661548.81 398.58546585925 16.5315 0.0031 15.529 0.0021 15.1301 0.0018
51.0 244.494033 -0.008085 174638.44 187.49724382286 17.5554 0.0034 16.9953 0.0028 16.7502 0.0017
51.0 244.520623 -0.007444 48121.477 217.14005343717 19.3376 0.0086 18.4099 0.0059 18.0105 0.0033
51.0 244.508991 -0.006419 22059.003 171.4226353017 20.224 0.0203 19.2491 0.0055 18.806 0.0061
51.0 244.51475 -0.002659 165050.471 222.59151208123 17.5484 0.0055 17.0643 0.0031 16.8745 0.0025
51.0 244.651845 -0.003355 73048.98 188.1016045656 18.8073 0.0055 17.9293 0.0031 17.5414 0.0032
51.0 244.473367 -0.002009 170904.814 606.08558919394 18.2362 0.0048 16.9926 0.0031 16.2971 0.0028
51.0 244.619816 -0.002156 116005.183 201.5110385957 17.8696 0.005 17.4387 0.0027 17.2546 0.0038
51.0 244.528071 -0.002246 117145.053 265.08097971723 18.1194 0.0077 17.4511 0.0027 17.1572 0.0031
51.0 244.563459 -0.00139 93461.877 205.28047465349 18.9514 0.0056 17.7066 0.0032 16.7655 0.0022
51.0 244.665593 0.000104 232328.412 1251.1153911141 17.0647 0.0035 16.655 0.002 16.4929 0.002
51.0 244.663777 0.004582 444545.926 387.8857298762 16.5541 0.0038 15.9623 0.0015 15.6748 0.0016
51.0 244.571439 0.005502 310994.607 182.93431039806 16.9431 0.0033 16.3887 0.0036 16.1459 0.0014
51.0 244.559355 0.002347 263066.309 197.0681751874 16.9875 0.0043 16.5604 0.0023 16.3815 0.0021
51.0 244.477799 0.000623 30489.284 211.01217843929 19.165 0.007 18.8583 0.0034 18.7415 0.0051
51.0 244.588598 0.001174 80173.968 278.93818156648 18.2796 0.004 17.8387 0.0025 17.6525 0.0032
51.0 244.478362 0.003681 157597.13 302.16635547961 17.7906 0.0051 17.1013 0.0027 16.8264 0.0017
51.0 244.501077 0.005226 416386.595 179.78186979211 16.5858 0.0039 16.0596 0.0015 15.8455 0.002
51.0 244.609181 0.003515 147106.259 202.83771977958 17.5399 0.0048 17.168 0.0025 17.0178 0.0024
51.0 244.46922 0.003585 148830.564 216.9866159947 18.1589 0.0051 17.1669 0.0034 16.7666 0.0025
51.0 244.653061 0.004631 60437.486 171.62663409637 19.39 0.0107 18.1525 0.0046 16.9855 0.0031
51.0 244.53992 0.005447 60563.257 223.89447882363 18.5517 0.0051 18.1793 0.0065 18.0216 0.0027
51.0 244.581894 0.008043 133385.865 184.68046301001 18.5565 0.0091 17.3067 0.0032 16.5725 0.0023
51.0 244.505634 0.007397 92560.357 166.42451469446 18.1368 0.0041 17.6918 0.004 17.5197 0.0025
51.0 244.578125 0.009675 20224.184 203.91262449595 20.4851 0.0239 19.3176 0.006 18.3386 0.0036
51.0 244.630673 0.013846 296385.822 179.4450037843 16.904 0.0026 16.4066 0.0016 16.1968 0.002
51.0 244.538833 0.015245 107873.526 192.27241102639 18.2557 0.005 17.5338 0.0044 17.2532 0.0021
51.0 244.45197 0.017645 578148.103 216.88581883806 16.1516 0.0022 15.7019 0.0017 15.5325 0.0025
51.0 244.612568 0.017451 683784.215 177.04834480215 15.9499 0.0034 15.499 0.0017 15.3194 0.0023
51.0 244.660877 0.015894 35989.157 210.95907644874 19.1314 0.0081 18.7147 0.0055 18.5329 0.0053
51.0 244.48884 0.015907 57674.831 185.09145448923 19.1972 0.0076 18.1942 0.004 17.7622 0.0023
51.0 244.595107 0.016144 76813.762 314.48968190674 18.4081 0.0062 17.8802 0.0038 17.6245 0.0023
51.0 244.484287 0.015866 11907.843 214.7645810563 20.3589 0.0166 19.9112 0.0102 19.7113 0.0083
51.0 244.632879 0.016314 15457.394 172.6949100177 20.8367 0.026 19.6148 0.007 18.8526 0.0058
51.0 244.483567 0.018654 156682.085 197.49064330155 18.0662 0.0057 17.1269 0.0027 16.6774 0.0019
51.0 244.455348 0.016449 23357.086 220.41918415956 19.8578 0.007 19.19 0.0058 18.9145 0.0052
51.0 244.527032 0.0177 24162.272 218.75907110723 20.1222 0.0292 19.175 0.0065 18.7693 0.0052
51.0 244.541443 0.021934 53917.3 242.49888042161 18.9734 0.0114 18.2772 0.0049 17.9791 0.003
51.0 244.51295 0.019792 34517.149 220.31334576762 19.6668 0.0163 18.7786 0.0078 18.4327 0.0067
51.0 244.454514 0.019957 39220.273 215.95507392645 19.5245 0.0094 18.6447 0.0049 18.259 0.0026
51.0 244.61323 0.020499 15523.694 176.76507150165 20.0594 0.0112 19.5901 0.0066 19.3896 0.0077
51.0 244.468496 0.021691 26588.978 212.25202372411 19.4096 0.0082 19.0017 0.0054 18.8263 0.0065
51.0 244.663035 0.025815 206062.895 163.4141024301 17.2199 0.0035 16.7825 0.0017 16.6014 0.002
51.0 244.617019 0.02562 280950.255 213.81195205743 17.1577 0.0031 16.4606 0.0018 16.168 0.0023
51.0 244.515296 0.023633 31945.318 162.01674786356 19.144 0.0138 18.8122 0.0055 18.6928 0.0047
51.0 244.426349 0.022982 14197.861 193.32196040659 20.0116 0.0132 19.7344 0.0111 19.6087 0.011
51.0 244.639782 0.025081 59264.238 193.29826694922 18.6753 0.0044 18.1309 0.0027 17.9189 0.004
51.0 244.505252 0.024662 32534.748 321.32010356932 19.5139 0.0106 18.8445 0.0058 18.5346 0.0036
51.0 244.538357 0.024719 14881.018 201.98871575216 20.2171 0.0129 19.7084 0.0122 19.4936 0.007
51.0 244.50767 0.02444 21695.295 198.45966271156 19.6125 0.0108 19.2576 0.0076 19.1011 0.0044
51.0 244.6267 0.025413 40383.981 210.88924822439 19.7857 0.0131 18.5582 0.0038 17.3946 0.0018
51.0 244.493902 0.026425 100837.245 219.11602309862 18.8651 0.0088 17.6012 0.0026 16.8718 0.0014
51.0 244.590185 0.027931 189325.774 184.61904716551 17.3834 0.0027 16.8949 0.0024 16.7135 0.0017
51.0 244.658712 0.02475 10733.99 174.35466027231 21.2777 0.0427 20.0331 0.0081 19.0199 0.0053
51.0 244.52083 0.028479 97690.835 185.46576477611 18.9032 0.0077 17.6367 0.0017 16.6452 0.0028
51.0 244.490833 0.027721 27383.471 219.67038439487 19.3705 0.008 19.0006 0.0048 18.8385 0.0089
51.0 244.467883 0.028704 25982.256 167.1939044884 19.9617 0.0189 19.0007 0.0054 18.5766 0.0058
51.0 244.471588 0.028995 56962.08 191.63734595926 18.5451 0.0055 18.2162 0.0033 18.082 0.0034
51.0 244.492264 0.029587 12248.853 209.70415438698 20.4283 0.0197 19.8278 0.007 19.574 0.0115
51.0 244.560059 0.034493 399540.362 177.24096557832 16.5395 0.0033 16.0923 0.003 15.9184 0.0015
51.0 244.507468 0.031644 58907.749 192.71626992016 18.5541 0.0056 18.1783 0.0034 18.0252 0.0032
51.0 244.666269 0.029891 11576.618 176.56188705818 20.4866 0.0213 19.9281 0.0099 19.6583 0.0079
51.0 244.626975 0.030516 12027.105 152.74691033701 20.1576 0.0135 19.8384 0.0098 19.6628 0.012
51.0 244.603657 0.031628 12269.625 192.75091725795 20.905 0.0299 19.9065 0.0112 19.4464 0.0083
51.0 244.556703 0.034795 38273.224 191.13737953693 19.7551 0.0169 18.6599 0.0059 18.1703 0.0029
51.0 244.642137 0.035519 31888.051 179.60378424529 19.1461 0.0054 18.79 0.0041 18.6432 0.0072
51.0 244.476804 0.037356 47345.668 162.84527009849 19.0475 0.0078 18.4003 0.0034 18.1273 0.0039
51.0 244.549692 0.037686 25074.965 148.35130220686 19.9772 0.0125 19.0708 0.0155 18.7192 0.004
51.0 244.574808 0.042171 283705.699 280.13011197295 17.0431 0.0042 16.4606 0.0024 16.2176 0.0018
51.0 244.51941 0.044435 629593.578 289.81380119559 15.9761 0.0012 15.6009 0.0017 15.4345 0.0014
51.0 244.427134 0.043375 270887.254 1336.9756868123 16.7558 0.0023 16.5137 0.0021 16.4476 0.0019
51.0 244.437567 0.04402 110532.165 191.31437653434 18.7287 0.0108 17.5019 0.0037 16.7276 0.0022
51.0 244.497317 0.042682 19756.312 261.60372483469 19.6599 0.0125 19.3628 0.0093 19.2169 0.0059
51.0 244.618492 0.044636 113202.285 811.08063354427 18.2522 0.0065 17.4348 0.0026 17.0844 0.0022
51.0 244.612093 0.045625 83188.746 217.8809814448 18.3954 0.0028 17.7701 0.0046 17.4895 0.0039
51.0 244.486314 0.04743 225908.219 201.897125935 17.2536 0.0022 16.7171 0.0028 16.5305 0.0023
51.0 244.625478 0.049791 735881.535 174.77598798674 15.9559 0.0023 15.3957 0.0021 15.1506 0.0023
51.0 244.631575 0.051906 806922.905 175.50804548714 15.9527 0.0038 15.2971 0.0013 15.0207 0.0027
51.0 244.531559 0.047417 21069.437 193.9291900872 20.4951 0.0266 19.3262 0.0062 18.6656 0.0041
51.0 244.610042 0.049163 71300.455 193.28105787709 18.965 0.0043 17.9248 0.0024 17.4788 0.0031
51.0 244.529388 0.048556 43555.01 235.1014859621 19.4213 0.0104 18.5009 0.0042 18.1058 0.0035
51.0 244.5642 0.048237 28959.129 175.63579349442 19.2167 0.0071 18.9457 0.0045 18.8331 0.0048
51.0 244.480998 0.051697 457211.532 180.2583634013 17.0987 0.0074 15.9378 0.0025 15.3833 0.0013
51.0 244.44226 0.053381 53124.534 177.91355804454 18.6605 0.0031 18.2687 0.0023 18.1103 0.003
51.0 244.647839 0.05264 9522.093 175.07219689033 21.0902 0.0944 20.1639 0.0151 19.3759 0.0082
51.0 244.623249 0.053987 54937.398 184.4505234844 18.5561 0.007 18.2274 0.0059 18.0743 0.0035
51.0 244.490022 0.053757 22173.721 184.47550182627 20.1709 0.0132 19.2172 0.0076 18.7612 0.0037
51.0 244.469591 0.054899 34367.327 165.05540014714 19.9672 0.0105 18.758 0.0049 17.8492 0.0022
51.0 244.604568 0.056654 74423.392 193.59308493216 18.4229 0.0073 17.8704 0.0027 17.6363 0.0018
51.0 244.452756 0.056136 26020.483 206.28883681291 19.9625 0.0088 19.0358 0.0035 18.563 0.0037
51.0 244.587807 0.056884 42313.996 175.41095329588 18.9781 0.0061 18.5059 0.0053 18.2898 0.0052
51.0 244.654993 0.056609 26193.523 195.32475803355 20.3216 0.0291 19.0469 0.0083 17.5833 0.0044
51.0 244.664134 0.057014 18602.734 191.88323551561 19.7757 0.0218 19.4127 0.008 19.219 0.0074
51.0 244.531118 0.059737 253811.917 171.86084853435 17.0276 0.0029 16.577 0.0019 16.4176 0.0021
51.0 244.442928 0.058816 10939.905 183.40584340106 20.8824 0.0224 19.9505 0.009 19.5894 0.0066
51.0 244.642766 0.059759 11553.829 192.14128182836 20.4698 0.0093 19.908 0.011 19.6975 0.0071
51.0 244.512049 0.063675 507244.234 185.69651040677 16.4433 0.003 15.8215 0.0022 15.5891 0.0016
51.0 244.564982 0.060575 18667.123 202.79784577827 20.6582 0.0196 19.3941 0.0096 18.1637 0.003
51.0 244.459049 0.062711 127792.408 169.94344224562 17.829 0.0031 17.3558 0.0031 17.1476 0.005
51.0 244.556194 0.06154 39033.509 270.00934264427 19.8617 0.0184 18.5858 0.0044 17.504 0.0026
51.0 244.628505 0.061933 9485.854 164.5581453987 21.1587 0.0329 20.1816 0.0224 19.6226 0.0131
51.0 244.502299 0.063053 14532.291 169.67066356812 20.114 0.0119 19.6606 0.0069 19.4907 0.0094
51.0 244.49162 0.065553 144255.687 160.2106072507 17.753 0.0032 17.1825 0.0022 16.9444 0.0028
51.0 244.650811 0.064853 53808.621 176.24910185166 19.1282 0.0127 18.2503 0.0053 17.8597 0.0029
51.0 244.551629 0.064497 17827.224 165.04439850974 20.6027 0.0235 19.4174 0.0091 18.6592 0.0048
51.0 244.45393 0.065351 36340.436 184.96583334179 19.4493 0.0105 18.6815 0.0046 18.3767 0.0037
51.0 244.560053 0.066658 53127.135 162.14731402015 18.7483 0.0084 18.2581 0.0038 18.0379 0.0043
51.0 244.541096 0.067974 146966.545 317.71013249762 18.0227 0.0047 17.1772 0.003 16.8445 0.002
51.0 244.522251 0.066721 12411.434 215.87834846399 20.3088 0.0288 19.8694 0.0083 19.7101 0.0084
51.0 244.64084 0.070738 527228.494 602.39649691732 16.6272 0.0059 15.6865 0.0026 15.2056 0.003
51.0 244.435469 0.067216 38562.232 160.2214400608 19.4275 0.0138 18.6224 0.0044 18.2827 0.003
51.0 244.4299 0.068061 28624.54 176.35859138605 19.3048 0.0147 18.9703 0.0058 18.8221 0.0066
51.0 244.446067 0.073919 473943.212 185.52432055508 16.5916 0.0027 15.8963 0.0023 15.6239 0.0014
51.0 244.638896 0.069661 11060.115 192.6390486317 21.0443 0.0266 20.0015 0.01 19.493 0.0089
51.0 244.589874 0.07041 14101.181 179.31044126743 20.3622 0.0178 19.7014 0.0077 19.4034 0.008
51.0 244.493365 0.071028 29163.092 179.29478210694 20.0958 0.012 18.9498 0.0089 18.3214 0.0042
51.0 244.583933 0.073297 79478.449 175.31212413612 18.254 0.0021 17.8018 0.0033 17.6137 0.0024
51.0 244.543202 0.073319 49108.342 204.62653585032 18.7509 0.0063 18.3161 0.0031 18.1485 0.0036
51.0 244.633955 0.075346 224636.483 304.79948391437 17.8557 0.0062 16.7244 0.0025 16.1896 0.0018
51.0 244.631269 0.076105 11977.147 189.41133052143 20.3644 0.0124 19.8968 0.0116 19.6835 0.0108
51.0 244.580557 0.077722 14325.058 172.47231620085 20.218 0.0193 19.6408 0.0093 19.3632 0.0051
51.0 244.636069 0.07795 11843.49 178.76092894627 20.4244 0.0192 19.9137 0.0073 19.6902 0.0121
51.0 244.49537 0.07853 15881.91 173.35584217299 20.8232 0.0268 19.5831 0.0093 18.4096 0.0035
51.0 244.511679 0.080626 59093.947 179.25172490065 19.3681 0.0094 18.1447 0.0046 17.3664 0.0022
51.0 244.571783 0.081674 86453.487 277.83759975382 18.4414 0.0066 17.724 0.0063 17.3635 0.0065
51.0 244.453044 0.085937 695541.39 198.08209193243 16.3914 0.0032 15.483 0.002 15.1335 0.0021
51.0 244.45707 0.084405 105503.705 165.13368299877 18.0573 0.004 17.5195 0.0026 17.276 0.0024
